Star Rating,Review Text
4,"Made it much easier for me to do a smart reload for my fam & the rest of our household. One thing though, the 200php that I loaded for my hubby's smart number last 30July never arrived but my rcbc cashcard got debited anyway. First time it happened, hence, this feedback. I truly need help to find a way to get it credited to the right cp number, please. God Bless You More🙏"
3,
4,
5,
3,
3,
1,I cannot even use this app when my cellular data is off . I hope this can be use even when I'm offline..
2,You said that if you install this app you will get free 1GB but how????
1,
5,
4,Amazing and easy
4,Thanks for the update now the crash is gone and i can enjoy promo's much easier. If you could add more promo's i think I'll give you 5 stars instead.
5,
1,smart connection in our area is always down.
4,I wish theres a discount for the user of this app :>
5,
3,
1,
3,I like it
5,
4,Jajwi
5,
3,"much more is missing from this application, it should be updated and all smart promotions can be posted so that we can freely choose other promotions and for people to enjoy this app."
5,Good
1,"The option for giga pro comes and goes. How can I access giga pro all the time? Update: is this not the new smart app? I have installed this one as I have received the link do so in a text. But as what I've said there's no way for me to access giga pro. Sometimes it shows but most of the time, it doesn't. Do I have to have a balance of 100 for that to show up? Update: Tried already that several times to no avail. Why is this happening?"
5,
5,nice
4,
5,Okau
3,👍
2,
4,
5,Cool
5,I like it app so much they give to me happy and meaningfully 😊😊😊😊😊
1,Ano na smart early morning lang may data connection pagdating ng tanghali hanggang gabi wala ng internet dapat talaga mapalitan ang isp dito sa pilipinas. Mga scammer kayo nagbabayad kami sa inyo tapos walang improvement sa services nyu... - Dagdag ko lang nagregister ako ng giga video ngayon aug. 8 tapos ang expiration ng video everyday is aug. 9. Grabe na tlga kayo - Wow ang lupet ng response dinelete?
5,
5,
3,"Real time update about my data. Everytime i open the app it always ask for the number and OTP. Sim card is inserted on pocket wifi, too much hassle"
3,
5,
1,
1,"Pangit ng smart ubos agad ang data, corruption talaga. Kunti nood lang ubos na kahit mababa ng resolution."
4,
5,
5,
5,
5,
5,
5,
4,Cannot easily receive messages
4,
2,Uhm can you fix this can you add pasaload
2,Very fast connection but same times thier a lot of poor connection of data why is it samething like that
5,
5,
5,
3,"I like the application, however everytime I used my other SIM card which is inserted on my Smart Router I need OTP... I hope you made it like your old application which you can register a phone number.."
5,Good
5,"Very responsive to every review and smart resolve my concern with there app. The smart hotline doesnt have a long wait. 5 star for that. on my observation checking the balance doesnt seem to be real time. For example I check the balance before and after playing mobile legends, watching on youtube & facebook but it doesnt show updated usage on my balance. every step I use my data with Globe seem to give real time data usage on *143# I hope and believe that you can also improve that part."
5,
5,
5,
5,Okay
5,It was great
5,
5,
5,
4,
4,Nice subrang dali nlng
4,Gud am.How to reload this app? Thanks and God bless
5,
5,
5,I really thank for the good services
5,
5,this is cool
5,
1,Where to buy this load How to get the load wallet this app
5,
5,
5,
4,
3,
5,
1,
3,A few bugs and connection errors but UI is not bad. One thing I hope you add in the future is Giga Music.
5,Update my app mobile acvount
5,"This app is awesome for me, that's why I gave 5 stars! I really loved it because it is more easier than dialing *123# because sometimes it tooks longer before you can see the promos or even just going to check your balance, but this app is really great! You can easily check and see your balance or subscription when the expiration is, just turn on your mobile data then go to the app and done! You did a good job Smart!"
5,
5,Good thank for this app I can manage my load balanced
3,I hate that you need to input your phone number every tinw you open the app.
1,Lag always hang up is this an app
1,sana bago nilabas itong app ginamit muna. sa unang gamit ok pa .pero pag pangalawa na ayaw na mag loading . nakakadismaya. tapos sinasabi pa fb unlimitted daw ml unlimiited di naman pala totoo.sana maayos itong issue na to.
5,
1,"Di naman makaregister sa app, wala na yung mga promo, check balance lang.Hayst!"
5,Jerry past cominicate
5,
5,
5,
3,
5,"I just downloaded the app the other day. It worked fine. Good for monitoring my data usage. My only problem was the video promo usage. It doesn't exactly state how much youtube data I have left. And for this latest update, when I try to open the app using my number, it says that I should re-input my smart number and try again. Done it but it always says the same thing. Now I can't log in on the app. Please fix this"
5,
5,So nice
5,I got it
3,"Please give us point every time we loaded,and if we have enough point we can avail some of offers,also please add PUBG in GIGA GAMES"
5,"I like this App, I just installed it and it wows me with the graphics, designs and contents. I do really love this app. So easy to use, you can see your balance, you can renew, add load everything. So fetch! I like how this App looks in my eyes."
2,What is better? TNT Sim Or Smart Sim?
5,
1,
2,Can you please put an option to buy additional 1gb consumable data or more
5,
5,Ok
5,
5,"Last update the app does not open, but now its working fine."
4,"Okay naman 'yung app, kaso lang need lang talaga ng data. Suggestion: Can you please include the ""google meet"" sa promo na ""study""? O kahit ""zoom"" po. Laking tulong kasi sa pag-aaral kung meron. Tutal for ""Study"" naman po promo niyo. Thanks"
5,
4,
3,
5,The best app ever used by a telco providers!
5,
5,
4,
4,
5,Verygood
4,Good
5,
1,
5,easy access
5,This app hepls me a lot.. 5 star for this app
3,I hope you include pubg on your 1gb everyday on gigagames. Thankyou
5,
5,
1,putang kabobohan tong aplication na to.dito muna nga dinonload sa playstore tapos nung install open muna tapos lalabas pa na update available.download ulit.kabobohan
5,
4,
1,
3,Appreciate thoughly
4,I think the smart app will be good if you can place how much load you want to top up... and can you add a something like giga10 or something...
4,"Still got some bugs, but manageable by reset"
4,
5,
5,
5,Ang hina Ng signal u
5,Very nice this app is so good.. My problem to search other promos is solve now.. Thanks this app I'll give five star because my problem is solve for this app.. Thank you.
1,"Don't leave any regular load in your Smart number, they consume your regular load even if your account is still active for their others promos."
5,
5,
3,
5,
3,
2,"Please check your offer, like the giga 50 (Tuloy ang Saya! May 1 GB STORIES ARAW-ARAW for TikTok, IG, FB, Twitter (Total 3 GB) + 1 GB ka na for 3 days with GIGA STORIES 50.) i opened my tiktok then why the MB was charge to my consumable data,. It doesn't charge to the 1GB everyday? Its just about a day i registered this promo,. i can't used it anymore since the consumable data is 0..its a trick offer..to convey the consumer but its a lie to have 1GB everyday the said apps. (unsatisfied)."
3,its good👏 I hope that when I open in the next update dont need to type number... again and again!
1,"Data subscriptions are outdated and too expensive. There is no option for real ""unlimited"" data which is very unreasonable and even globe has better subscription. Smarts giga99 is only 2gig for 7 days. Globe has 8gig for 7 days for only 90 pesos. Total rip off"
5,👍👍👍
3,ok
3,
5,
5,
5,
5,👌👍🥰
3,
3,What happened to the 1gg all access + 1gb youtube +1gb (3gb) it's what's listed in the app but when I registered the promo through the app still the same with the *123#
5,
5,
5,I like smart to use my cellphone so usefull
5,
4,
4,I don't know how to speak english well but for me it's amazing bc u can easily subscribe without dialing to *123#.
5,Ok
5,
5,
3,Chappy
3,"I did not receive any pin code now, What will I do?, I'll gave three star for now"
5,
5,
5,Sorry for my 1 star before now I'm happy. I can use it anytime / anywhere..... Tenkz
5,
5,
4,☺☺😘
3,"After the last update when I was trying to register my number. It always say ""chain validation failed""😨"
5,
5,
5,I like it much😀
1,
5,
5,I have no experience but I'll try
5,
5,Goood
5,This app si so good
4,
5,
3,"Hey, why don't you have cheaper price for data?"
5,Very useful app and user friendly. I hope that watching youtube will be added to giga work plan.
1,"Magpalabas na kayo ng bagong promo. Yung open data kagaya ng globe. Yung customer nyo bumili na ng globe sim, doon may 5Gb na open data ang 50 pesos mo. Aanhin namin ang mabilis na connection ng smart kung yung 1Gb na open data ubos na agad. Hindi naman connectivity ang problema, mas mabilis pa nga ang smart dito samin. The problem is your data promo ( based on 50 pesos) cost more per Gb than your competitor's newly released promo's (10 pesos per Gb)."
5,
5,
1,Why don't you have an option to purchase additional data for free web browsing?
2,The app is nice it's a lot faster than dialing *123# and the user interface is nice too but I don't like the background of the app so 2 stars.
5,I love it
4,very helpful especially in checking balances and registering to a promo/plan. thank you Smart.
4,
5,
5,
5,"Yes Great App! Thanks to this I can now register to giga50 because giga50 keyword is no longer available and dialing *121# or *123# doesn't work on my device, It always says try again. But this app helps me alot!!"
2,
5,
5,
3,
5,
5,
3,
5,
5,
5,Great app
5,Ok
4,
5,
5,Very nc
5,
5,Ok
5,
2,"edit: what do you mean what promo? I already stated it in there. edit2: it's the double the giga promo that I'm reffering to, thank you. edit3: its more than a week since I subsrcibed to that promo, and still no free GB. edit4: I have sent a dm to your smartcare twitter account. edit5: You cx service sucks, after explaining, you drop the connection on chat, shame on you james"
5,
5,Nice app you can register for your favorite promo with smart. The fastest 5g internet. Great work smart
5,Nice
5,Thumbs up
1,I cannot register my pldt home. It always says: sorry for the inconvenience. Service unavailable to this time. RC: 1440
5,Impressive
5,
5,
5,Very nice app
4,Ok
3,
5,Like
5,
5,
1,
1,
3,
5,
5,
1,"I downloaded this app to get the double your data promo last August 1. I topped up using the app. Got the message below but haven't got the data credited as of this review. Was that just a scam to get people to download this app? SMS from Smart: Here's your FREE additional 6 GB! Watch out for more surprises, exclusively on the NEW Smart App! #LiveGIGA I ALREADY MESSAGED VIA TWITTER AND FB PAGE, NO RESPONSES SO FAR."
3,Good app
4,
5,Wow very informative and convenient. Thank you.
5,βα+£π ign ko pahingi ng diamonds
1,Why i cant access this apps. Always asking for my number and pin number. I followed the instruction to know avail. I loaded 999 for my famload video. I also tried your other apps but still not working. How would i monitor my balance and data usage. Pls hellp asap
3,Lacks more info
1,Hindi KO Alam bakit walang lumalabas na option para sa subscription . sayang Ang load ko
5,
4,
1,Puro kayo smart app pero signal nyo bulok. Ayusin nyo desisyon nyo sa pagpapaimprove
3,fixed now but still it takes tme to load
5,
1,Cant log in anymore using my pldt home prepaid wifi sim number. Cant monitor data usage anymore. Please fix this.
2,Cant find the giga roam korea
